iso3_o;iso3_d;ln_trade;ln_dist;comlang;col_dep_ever;pop_o;pop_d;ln_gdp_o;ln_gdp_d;gdpcap_o;gdpcap_d;gatt_o;gatt_d;wto_o;wto_d;eu_o;eu_d;rta;entry_cost_o;entry_cost_d;entry_proc_o;entry_proc_d;entry_time_o;entry_time_d;entry_tp_o;entry_tp_d;AD_initations_o;AD_measures_o;AD_initations_d;AD_measures_d
ITA;FIN;7,290575759;7,697647065;0;0;60730,583;5479,531;21,32479224;19,26380572;30,049;42,405;1;1;1;1;1;1;1;14;1;6;3;6,5;14;12,5;17;11;10;11;10
ITA;FRA;10,46179601;7,012026101;0;0;60730,583;66624,069;21,32479224;21,61262183;30,049;36,527;1;1;1;1;1;1;1;14;0,8;6;5;6,5;4;12,5;9;11;10;11;10
ITA;GBR;9,37588922;7,271304044;0;0;60730,583;65128,86;21,32479224;21,77446876;30,049;43,93;1;1;1;1;1;1;1;14;0,1;6;4;6,5;4,5;12,5;8,5;11;10;11;10
ITA;GRC;7,929557076;6,956936795;0;0;60730,583;10820,883;21,32479224;19,08779287;30,049;18,008;1;1;1;1;1;1;1;14;2,2;6;5;6,5;13;12,5;18;11;10;11;10
ITA;HRV;7,26814126;6,248151186;0;0;60730,583;4203,604;21,32479224;17,70070355;30,049;11,58;1;0;1;1;1;1;1;14;3,4;6;8;6,5;12;12,5;20;11;10;11;10
ITA;HUN;8,444371506;6,69877101;0;0;60730,583;9843,028;21,32479224;18,61719448;30,049;12,366;1;1;1;1;1;1;1;14;7,5;6;6;6,5;7;12,5;13;11;10;11;10
ITA;IND;8,394831619;8,686466995;0;0;60730,583;1309053,955;21,32479224;21,47078333;30,049;1,613;1;1;1;1;1;0;0;14;14,3;6;13;6,5;28;12,5;41;11;10;30;38
ITA;IRL;8,41629791;7,543131917;0;0;60730,583;4676,835;21,32479224;19,46348427;30,049;60,664;1;1;1;1;1;1;1;14;0,2;6;4;6,5;6;12,5;10;11;10;11;10
ITA;LTU;6,208453522;7,441936622;0;0;60730,583;2904,91;21,32479224;17,53884032;30,049;14,252;1;0;1;1;1;1;1;14;0,6;6;4;6,5;5,5;12,5;9,5;11;10;11;10
ITA;LUX;6,920279937;6,897276569;0;0;60730,583;569,604;21,32479224;17,87678498;30,049;101,91;1;1;1;1;1;1;1;14;2;6;5;6,5;16,5;12,5;21,5;11;10;11;10
ITA;LVA;4,728536407;7,533465876;0;0;60730,583;1977,527;21,32479224;17,11231128;30,049;13,667;1;0;1;1;1;1;1;14;1,5;6;4;6,5;5,5;12,5;9,5;11;10;11;10
ITA;MLT;5,712478303;6,534921917;0;0;60730,583;431,874;21,32479224;16,14639217;30,049;23,819;1;1;1;1;1;1;1;14;14,1;6;10;6,5;28;12,5;38;11;10;11;10
ITA;NLD;10,01860544;7,168344893;0;0;60730,583;16939,922;21,32479224;20,43600775;30,049;44,293;1;1;1;1;1;1;1;14;4,6;6;4;6,5;4;12,5;8;11;10;11;10
ITA;NZL;5,676397119;9,829418318;0;0;60730,583;4595,7;21,32479224;18,98351662;30,049;38,202;1;1;1;1;1;0;0;14;0,3;6;1;6,5;0,5;12,5;1,5;11;10;0;0
ITA;PHL;5,559071177;9,249366739;0;0;60730,583;101716,362;21,32479224;19,49491183;30,049;2,878;1;1;1;1;1;0;0;14;16,1;6;16;6,5;29;12,5;45;11;10;0;1
ITA;POL;9,135686012;7,184992241;0;0;60730,583;37986,412;21,32479224;19,98373287;30,049;12,566;1;1;1;1;1;1;1;14;12,2;6;4;6,5;37;12,5;41;11;10;11;10
ITA;PRT;7,378983975;7,530501991;0;0;60730,583;10358,076;21,32479224;19,10922884;30,049;19,22;1;1;1;1;1;1;1;14;2,2;6;5;6,5;4,5;12,5;9,5;11;10;11;10
ITA;RUS;9,67864359;7,776187233;0;0;60730,583;144096,863;21,32479224;21,03505396;30,049;9,479;1;0;1;1;1;0;0;14;1,1;6;4;6,5;10,5;12,5;14,5;11;10;1;5
ITA;SVK;8,101389336;6,671352967;0;0;60730,583;5423,801;21,32479224;18,2844897;30,049;16,09;1;1;1;1;1;1;1;14;1,5;6;6;6,5;11,5;12,5;17,5;11;10;11;10
ITA;SVN;7,906668717;6,199175628;0;0;60730,583;2063,531;21,32479224;17,57150448;30,049;20,73;1;1;1;1;1;1;1;14;0;6;4;6,5;7,5;12,5;11,5;11;10;11;10
ITA;SWE;8,253019134;7,590913738;0;0;60730,583;9799,186;21,32479224;20,02147006;30,049;50,585;1;1;1;1;1;1;1;14;0,5;6;3;6,5;7;12,5;10;11;10;11;10
ITA;TUR;8,90477762;7,224950036;0;0;60730,583;78271,469;21,32479224;20,57172602;30,049;10,98;1;1;1;1;1;0;1;14;16,6;6;8;6,5;7,5;12,5;15,5;11;10;16;7
ITA;UKR;7,734729851;7,423432913;0;0;60730,583;45154,03;21,32479224;18,32671025;30,049;2,016;1;0;1;1;1;0;0;14;0,6;6;4;6,5;7;12,5;11;11;10;2;1
ITA;USA;9,65416627;8,838567309;0;0;60730,583;320896,606;21,32479224;23,61567153;30,049;56,207;1;1;1;1;1;0;0;14;1,1;6;6;6,5;5,6;12,5;11,6;11;10;42;14
ITA;ZAF;7,573049133;9,04314405;0;0;60730,583;55011,978;21,32479224;19,57569419;30,049;5,77;1;1;1;1;1;0;1;14;0,3;6;7;6,5;46;12,5;53;11;10;0;5
KOR;ARG;6,549457073;9,87546599;0;0;51014,946;43417,767;21,04735022;20,18662907;27,105;13,467;1;1;1;1;0;0;0;14,5;9,7;3;14;4;25;7;39;4;3;6;11
KOR;AUS;9,707288691;9,027576958;0;0;51014,946;23789,337;21,04735022;21,01994469;27,105;56,554;1;1;1;1;0;0;1;14,5;0,7;3;3;4;2,5;7;5,5;4;3;10;10
KOR;AUT;7,069389678;9,022688112;0;0;51014,946;8633,169;21,04735022;19,74766926;27,105;43,665;1;1;1;1;0;1;1;14,5;0,3;3;8;4;22;7;30;4;3;11;10
KOR;BEL;7,266324183;9,073616919;0;0;51014,946;11274,196;21,04735022;19,93578889;27,105;40,357;1;1;1;1;0;1;1;14,5;5;3;3;4;4;7;7;4;3;11;10
KOR;BGR;4,622185678;9,017270781;0;0;51014,946;7177,991;21,04735022;17,73150801;27,105;6,993;1;0;1;1;0;1;1;14,5;1,4;3;6;4;25;7;31;4;3;11;10
KOR;BLR;3,848871383;8,894633103;0;0;51014,946;9489,616;21,04735022;17,84895043;27,105;5,949;1;0;1;0;0;0;0;14,5;0,9;3;5;4;5;7;10;4;3;0;0
KOR;BRA;8,308436451;9,818175059;0;0;51014,946;205962,112;21,04735022;21,31307972;27,105;8,757;1;1;1;1;0;0;1;14,5;4,8;3;11;4;83;7;94;4;3;23;31
KOR;CAN;8,28938226;9,270277981;0;0;51014,946;35848,61;21,04735022;21,1633305;27,105;43,316;1;1;1;1;0;0;1;14,5;0,4;3;2;4;1,5;7;3,5;4;3;3;13
KOR;CHE;7,81014734;9,09135017;0;0;51014,946;8282,396;21,04735022;20,32396657;27,105;80,99;1;1;1;1;0;0;1;14,5;2,3;3;6;4;10;7;16;4;3;0;0
KOR;CHN;11,41032518;6,862392784;0;0;51014,946;1371219,971;21,04735022;23,12702255;27,105;8,069;1;0;1;1;0;0;1;14,5;0,7;3;11;4;31,4;7;42,4;4;3;11;5
KOR;CYP;4,337649644;8,988752235;0;0;51014,946;1160,985;21,04735022;16,78899426;27,105;16,848;1;1;1;1;0;1;1;14,5;12,5;3;6;4;8;7;14;4;3;11;10
KOR;CZE;6,358168051;9,019429593;0;0;51014,946;10546,059;21,04735022;19,03671118;27,105;17,557;1;1;1;1;0;1;1;14,5;6,7;3;8;4;15;7;23;4;3;11;10
KOR;DEU;9,950176355;9,05295928;0;0;51014,946;81686,607;21,04735022;21,93627761;27,105;41,177;1;1;1;1;0;1;1;14,5;2;3;9;4;10,5;7;19,5;4;3;11;10
KOR;DNK;6,90510404;8,981557952;0;0;51014,946;5683,483;21,04735022;19,52364296;27,105;53,015;1;1;1;1;0;1;1;14,5;0,2;3;4;4;3;7;7;4;3;11;10
KOR;ESP;7,755792742;9,211603774;0;0;51014,946;46447,697;21,04735022;20,89969966;27,105;25,684;1;1;1;1;0;1;1;14,5;5,2;3;7;4;14;7;21;4;3;11;10
KOR;EST;4,715476209;8,871045516;0;0;51014,946;1315,407;21,04735022;16,92726749;27,105;17,075;1;0;1;1;0;1;1;14,5;1,3;3;3;4;3,5;7;6,5;4;3;11;10
KOR;FIN;6,987667018;8,863694257;0;0;51014,946;5479,531;21,04735022;19,26380572;27,105;42,405;1;1;1;1;0;1;1;14,5;1;3;3;4;14;7;17;4;3;11;10
KOR;FRA;8,726161851;9,102918511;0;0;51014,946;66624,069;21,04735022;21,61262183;27,105;36,527;1;1;1;1;0;1;1;14,5;0,8;3;5;4;4;7;9;4;3;11;10
KOR;GBR;8,720414074;9,091037557;0;0;51014,946;65128,86;21,04735022;21,77446876;27,105;43,93;1;1;1;1;0;1;1;14,5;0,1;3;4;4;4,5;7;8,5;4;3;11;10
KOR;GRC;5,510599744;9,051144503;0;0;51014,946;10820,883;21,04735022;19,08779287;27,105;18,008;1;1;1;1;0;1;1;14,5;2,2;3;5;4;13;7;18;4;3;11;10
KOR;HRV;2,301292258;9,046062603;0;0;51014,946;4203,604;21,04735022;17,70070355;27,105;11,58;1;0;1;1;0;1;1;14,5;3,4;3;8;4;12;7;20;4;3;11;10
KOR;HUN;6,60039844;9,009809589;0;0;51014,946;9843,028;21,04735022;18,61719448;27,105;12,366;1;1;1;1;0;1;1;14,5;7,5;3;6;4;7;7;13;4;3;11;10
KOR;IND;8,352451107;8,453757422;0;0;51014,946;1309053,955;21,04735022;21,47078333;27,105;1,613;1;1;1;1;0;0;1;14,5;14,3;3;13;4;28;7;41;4;3;30;38
KOR;IRL;6,914181077;9,101457549;0;0;51014,946;4676,835;21,04735022;19,46348427;27,105;60,664;1;1;1;1;0;1;1;14,5;0,2;3;4;4;6;7;10;4;3;11;10
KOR;LTU;4,286503751;8,904608104;0;0;51014,946;2904,91;21,04735022;17,53884032;27,105;14,252;1;0;1;1;0;1;1;14,5;0,6;3;4;4;5,5;7;9,5;4;3;11;10
KOR;LUX;3,913163854;9,074906714;0;0;51014,946;569,604;21,04735022;17,87678498;27,105;101,91;1;1;1;1;0;1;1;14,5;2;3;5;4;16,5;7;21,5;4;3;11;10
KOR;LVA;4,088053381;8,895258188;0;0;51014,946;1977,527;21,04735022;17,11231128;27,105;13,667;1;0;1;1;0;1;1;14,5;1,5;3;4;4;5,5;7;9,5;4;3;11;10
KOR;MLT;5,568821092;9,138330167;0;0;51014,946;431,874;21,04735022;16,14639217;27,105;23,819;1;1;1;1;0;1;1;14,5;14,1;3;10;4;28;7;38;4;3;11;10
KOR;NLD;8,37776685;9,056394355;0;0;51014,946;16939,922;21,04735022;20,43600775;27,105;44,293;1;1;1;1;0;1;1;14,5;4,6;3;4;4;4;7;8;4;3;11;10
KOR;NZL;7,110626334;9,239300646;0;0;51014,946;4595,7;21,04735022;18,98351662;27,105;38,202;1;1;1;1;0;0;1;14,5;0,3;3;1;4;0,5;7;1,5;4;3;0;0
KOR;PHL;8,086912848;7,869306525;0;0;51014,946;101716,362;21,04735022;19,49491183;27,105;2,878;1;1;1;1;0;0;1;14,5;16,1;3;16;4;29;7;45;4;3;0;1
KOR;POL;6,545733753;8,955959862;0;0;51014,946;37986,412;21,04735022;19,98373287;27,105;12,566;1;1;1;1;0;1;1;14,5;12,2;3;4;4;37;7;41;4;3;11;10
KOR;PRT;5,314389697;9,252775624;0;0;51014,946;10358,076;21,04735022;19,10922884;27,105;19,22;1;1;1;1;0;1;1;14,5;2,2;3;5;4;4,5;7;9,5;4;3;11;10
KOR;RUS;9,333291038;8,79695357;0;0;51014,946;144096,863;21,04735022;21,03505396;27,105;9,479;1;0;1;1;0;0;0;14,5;1,1;3;4;4;10,5;7;14,5;4;3;1;5
KOR;SVK;5,442813766;9,017563185;0;0;51014,946;5423,801;21,04735022;18,2844897;27,105;16,09;1;1;1;1;0;1;1;14,5;1,5;3;6;4;11,5;7;17,5;4;3;11;10
KOR;SVN;4,723388354;9,05388549;0;0;51014,946;2063,531;21,04735022;17,57150448;27,105;20,73;1;1;1;1;0;1;1;14,5;0;3;4;4;7,5;7;11,5;4;3;11;10
KOR;SWE;7,372530659;8,915322256;0;0;51014,946;9799,186;21,04735022;20,02147006;27,105;50,585;1;1;1;1;0;1;1;14,5;0,5;3;3;4;7;7;10;4;3;11;10
KOR;TUR;6,671469327;8,983151273;0;0;51014,946;78271,469;21,04735022;20,57172602;27,105;10,98;1;1;1;1;0;0;1;14,5;16,6;3;8;4;7,5;7;15,5;4;3;16;7
KOR;UKR;6,494299535;8,896909082;0;0;51014,946;45154,03;21,04735022;18,32671025;27,105;2,016;1;0;1;1;0;0;0;14,5;0,6;3;4;4;7;7;11;4;3;2;1
KOR;USA;10,69666345;9,311605694;0;0;51014,946;320896,606;21,04735022;23,61567153;27,105;56,207;1;1;1;1;0;0;1;14,5;1,1;3;6;4;5,6;7;11,6;4;3;42;14
KOR;ZAF;7,255549922;9,526858631;0;0;51014,946;55011,978;21,04735022;19,57569419;27,105;5,77;1;1;1;1;0;0;0;14,5;0,3;3;7;4;46;7;53;4;3;0;5
LTU;ARG;3,599883746;9,451816922;0;0;2904,91;43417,767;17,53884032;20,18662907;14,252;13,467;0;1;1;1;1;0;0;0,6;9,7;4;14;5,5;25;9,5;39;11;10;6;11
LTU;AUS;1,555459121;9,635045204;0;0;2904,91;23789,337;17,53884032;21,01994469;14,252;56,554;0;1;1;1;1;0;0;0,6;0,7;4;3;5,5;2,5;9,5;5,5;11;10;10;10
LTU;AUT;5,88238413;6,855390885;0;0;2904,91;8633,169;17,53884032;19,74766926;14,252;43,665;0;1;1;1;1;1;1;0,6;0,3;4;8;5,5;22;9,5;30;11;10;11;10
LTU;BEL;6,705177633;7,292632572;0;0;2904,91;11274,196;17,53884032;19,93578889;14,252;40,357;0;1;1;1;1;1;1;0,6;5;4;3;5,5;4;9,5;7;11;10;11;10
LTU;BGR;3,942177281;7,204510565;0;0;2904,91;7177,991;17,53884032;17,73150801;14,252;6,993;0;0;1;1;1;1;1;0,6;1,4;4;6;5,5;25;9,5;31;11;10;11;10
LTU;BLR;6,883179532;5,133006307;0;0;2904,91;9489,616;17,53884032;17,84895043;14,252;5,949;0;0;1;0;1;0;0;0,6;0,9;4;5;5,5;5;9,5;10;11;10;0;0
LTU;BRA;3,312882028;9,310308233;0;0;2904,91;205962,112;17,53884032;21,31307972;14,252;8,757;0;1;1;1;1;0;0;0,6;4,8;4;11;5,5;83;9,5;94;11;10;23;31
LTU;CAN;2,886423976;8,852172171;0;0;2904,91;35848,61;17,53884032;21,1633305;14,252;43,316;0;1;1;1;1;0;0;0,6;0,4;4;2;5,5;1,5;9,5;3,5;11;10;3;13
LTU;CHE;4,467507024;7,324488661;0;0;2904,91;8282,396;17,53884032;20,32396657;14,252;80,99;0;1;1;1;1;0;1;0,6;2,3;4;6;5,5;10;9,5;16;11;10;0;0
LTU;CHN;6,692087061;8,789865377;0;0;2904,91;1371219,971;17,53884032;23,12702255;14,252;8,069;0;0;1;1;1;0;0;0,6;0,7;4;11;5,5;31,4;9,5;42,4;11;10;11;5
LTU;CYP;4,241338335;7,723494801;0;0;2904,91;1160,985;17,53884032;16,78899426;14,252;16,848;0;1;1;1;1;1;1;0,6;12,5;4;6;5,5;8;9,5;14;11;10;11;10
LTU;CZE;6,077525413;6,798591986;0;0;2904,91;10546,059;17,53884032;19,03671118;14,252;17,557;0;1;1;1;1;1;1;0,6;6,7;4;8;5,5;15;9,5;23;11;10;11;10
LTU;DEU;8,017704489;7,149039685;0;0;2904,91;81686,607;17,53884032;21,93627761;14,252;41,177;0;1;1;1;1;1;1;0,6;2;4;9;5,5;10,5;9,5;19,5;11;10;11;10
LTU;DNK;6,172177267;6,703814911;0;0;2904,91;5683,483;17,53884032;19,52364296;14,252;53,015;0;1;1;1;1;1;1;0,6;0,2;4;4;5,5;3;9,5;7;11;10;11;10
LTU;ESP;6,276226369;7,888478526;0;0;2904,91;46447,697;17,53884032;20,89969966;14,252;25,684;0;1;1;1;1;1;1;0,6;5,2;4;7;5,5;14;9,5;21;11;10;11;10
LTU;EST;6,674051186;6,268958017;0;0;2904,91;1315,407;17,53884032;16,92726749;14,252;17,075;0;0;1;1;1;1;1;0,6;1,3;4;3;5,5;3,5;9,5;6,5;11;10;11;10
LTU;FIN;6,417846057;6,408324487;0;0;2904,91;5479,531;17,53884032;19,26380572;14,252;42,405;0;1;1;1;1;1;1;0,6;1;4;3;5,5;14;9,5;17;11;10;11;10
LTU;FRA;6,65346394;7,438557633;0;0;2904,91;66624,069;17,53884032;21,61262183;14,252;36,527;0;1;1;1;1;1;1;0,6;0,8;4;5;5,5;4;9,5;9;11;10;11;10
LTU;GBR;6,67767062;7,455618851;0;0;2904,91;65128,86;17,53884032;21,77446876;14,252;43,93;0;1;1;1;1;1;1;0,6;0,1;4;4;5,5;4,5;9,5;8,5;11;10;11;10
LTU;GRC;3,917754767;7,528708577;0;0;2904,91;10820,883;17,53884032;19,08779287;14,252;18,008;0;1;1;1;1;1;1;0,6;2,2;4;5;5,5;13;9,5;18;11;10;11;10
LTU;HRV;2,365884065;7,081382483;0;0;2904,91;4203,604;17,53884032;17,70070355;14,252;11,58;0;0;1;1;1;1;1;0,6;3,4;4;8;5,5;12;9,5;20;11;10;11;10
LTU;HUN;5,375894704;6,814335411;0;0;2904,91;9843,028;17,53884032;18,61719448;14,252;12,366;0;1;1;1;1;1;1;0,6;7,5;4;6;5,5;7;9,5;13;11;10;11;10
LTU;IND;4,049944734;8,524561777;0;0;2904,91;1309053,955;17,53884032;21,47078333;14,252;1,613;0;1;1;1;1;0;0;0,6;14,3;4;13;5,5;28;9,5;41;11;10;30;38
LTU;IRL;4,502786923;7,626879613;0;0;2904,91;4676,835;17,53884032;19,46348427;14,252;60,664;0;1;1;1;1;1;1;0,6;0,2;4;4;5,5;6;9,5;10;11;10;11;10
LTU;LUX;2,827944843;7,258660711;0;0;2904,91;569,604;17,53884032;17,87678498;14,252;101,91;0;1;1;1;1;1;1;0,6;2;4;5;5,5;16,5;9,5;21,5;11;10;11;10
LTU;LVA;7,703301297;5,574015417;0;0;2904,91;1977,527;17,53884032;17,11231128;14,252;13,667;0;0;1;1;1;1;1;0,6;1,5;4;4;5,5;5,5;9,5;9,5;11;10;11;10
LTU;MLT;1,29127189;7,7180613;0;0;2904,91;431,874;17,53884032;16,14639217;14,252;23,819;0;1;1;1;1;1;1;0,6;14,1;4;10;5,5;28;9,5;38;11;10;11;10
LTU;NLD;7,241245735;7,223079026;0;0;2904,91;16939,922;17,53884032;20,43600775;14,252;44,293;0;1;1;1;1;1;1;0,6;4,6;4;4;5,5;4;9,5;8;11;10;11;10
LTU;NZL;2,599893038;9,773851478;0;0;2904,91;4595,7;17,53884032;18,98351662;14,252;38,202;0;1;1;1;1;0;0;0,6;0,3;4;1;5,5;0,5;9,5;1,5;11;10;0;0
LTU;PHL;0,71771198;9,110669086;0;0;2904,91;101716,362;17,53884032;19,49491183;14,252;2,878;0;1;1;1;1;0;0;0,6;16,1;4;16;5,5;29;9,5;45;11;10;0;1
LTU;POL;7,89184557;5,975721269;0;0;2904,91;37986,412;17,53884032;19,98373287;14,252;12,566;0;1;1;1;1;1;1;0,6;12,2;4;4;5,5;37;9,5;41;11;10;11;10
LTU;PRT;3,852484338;8,046747544;0;0;2904,91;10358,076;17,53884032;19,10922884;14,252;19,22;0;1;1;1;1;1;1;0,6;2,2;4;5;5,5;4,5;9,5;9,5;11;10;11;10
LTU;RUS;8,433128971;6,677170359;0;0;2904,91;144096,863;17,53884032;21,03505396;14,252;9,479;0;0;1;1;1;0;0;0,6;1,1;4;4;5,5;10,5;9,5;14,5;11;10;1;5
LTU;SVK;5,089045957;6,822756058;0;0;2904,91;5423,801;17,53884032;18,2844897;14,252;16,09;0;1;1;1;1;1;1;0,6;1,5;4;6;5,5;11,5;9,5;17,5;11;10;11;10
LTU;SVN;4,424573121;7,11122741;0;0;2904,91;2063,531;17,53884032;17,57150448;14,252;20,73;0;1;1;1;1;1;1;0,6;0;4;4;5,5;7,5;9,5;11,5;11;10;11;10
LTU;SWE;6,959688193;6,518382984;0;0;2904,91;9799,186;17,53884032;20,02147006;14,252;50,585;0;1;1;1;1;1;1;0,6;0,5;4;3;5,5;7;9,5;10;11;10;11;10
LTU;TUR;5,041078275;7,341315983;0;0;2904,91;78271,469;17,53884032;20,57172602;14,252;10,98;0;1;1;1;1;0;1;0,6;16,6;4;8;5,5;7,5;9,5;15,5;11;10;16;7
LTU;UKR;5,398413023;6,380215753;0;0;2904,91;45154,03;17,53884032;18,32671025;14,252;2,016;0;0;1;1;1;0;0;0,6;0,6;4;4;5,5;7;9,5;11;11;10;2;1
LTU;USA;5,98625488;8,847404872;0;0;2904,91;320896,606;17,53884032;23,61567153;14,252;56,207;0;1;1;1;1;0;0;0,6;1,1;4;6;5,5;5,6;9,5;11,6;11;10;42;14
LTU;ZAF;4,342437018;9,198753806;0;0;2904,91;55011,978;17,53884032;19,57569419;14,252;5,77;0;1;1;1;1;0;1;0,6;0,3;4;7;5,5;46;9,5;53;11;10;0;5
LUX;ARG;2,749486471;9,335484338;0;0;569,604;43417,767;17,87678498;20,18662907;101,91;13,467;1;1;1;1;1;0;0;2;9,7;5;14;16,5;25;21,5;39;11;10;6;11
LUX;AUS;2,357830946;9,722377641;0;0;569,604;23789,337;17,87678498;21,01994469;101,91;56,554;1;1;1;1;1;0;0;2;0,7;5;3;16,5;2,5;21,5;5,5;11;10;10;10
LUX;AUT;4,762655417;6,636518571;1;0;569,604;8633,169;17,87678498;19,74766926;101,91;43,665;1;1;1;1;1;1;1;2;0,3;5;8;16,5;22;21,5;30;11;10;11;10
LUX;BEL;8,381431558;5,235425489;1;0;569,604;11274,196;17,87678498;19,93578889;101,91;40,357;1;1;1;1;1;1;1;2;5;5;3;16,5;4;21,5;7;11;10;11;10
LUX;BGR;1,358078512;7,330534299;0;0;569,604;7177,991;17,87678498;17,73150801;101,91;6,993;1;0;1;1;1;1;1;2;1,4;5;6;16,5;25;21,5;31;11;10;11;10
LUX;BLR;0,903757316;7,339004436;0;0;569,604;9489,616;17,87678498;17,84895043;101,91;5,949;1;0;1;0;1;0;0;2;0,9;5;5;16,5;5;21,5;10;11;10;0;0
LUX;BRA;2,629161599;9,176102177;0;0;569,604;205962,112;17,87678498;21,31307972;101,91;8,757;1;1;1;1;1;0;0;2;4,8;5;11;16,5;83;21,5;94;11;10;23;31
LUX;CAN;4,830913204;8,733848379;1;0;569,604;35848,61;17,87678498;21,1633305;101,91;43,316;1;1;1;1;1;0;0;2;0,4;5;2;16,5;1,5;21,5;3,5;11;10;3;13
LUX;CHE;5,368029289;5,736159309;1;0;569,604;8282,396;17,87678498;20,32396657;101,91;80,99;1;1;1;1;1;0;1;2;2,3;5;6;16,5;10;21,5;16;11;10;0;0
LUX;CHN;6,070332212;8,982738899;0;0;569,604;1371219,971;17,87678498;23,12702255;101,91;8,069;1;0;1;1;1;0;0;2;0,7;5;11;16,5;31,4;21,5;42,4;11;10;11;5
LUX;CYP;1,366047775;7,912007436;0;0;569,604;1160,985;17,87678498;16,78899426;101,91;16,848;1;1;1;1;1;1;1;2;12,5;5;6;16,5;8;21,5;14;11;10;11;10
LUX;CZE;4,941695493;6,391479832;0;0;569,604;10546,059;17,87678498;19,03671118;101,91;17,557;1;1;1;1;1;1;1;2;6,7;5;8;16,5;15;21,5;23;11;10;11;10
LUX;DEU;8,438219716;5,375213591;1;0;569,604;81686,607;17,87678498;21,93627761;101,91;41,177;1;1;1;1;1;1;1;2;2;5;9;16,5;10,5;21,5;19,5;11;10;11;10
LUX;DNK;3,977685382;6,687379145;0;0;569,604;5683,483;17,87678498;19,52364296;101,91;53,015;1;1;1;1;1;1;1;2;0,2;5;4;16,5;3;21,5;7;11;10;11;10
LUX;ESP;5,491531912;7,155578175;0;0;569,604;46447,697;17,87678498;20,89969966;101,91;25,684;1;1;1;1;1;1;1;2;5,2;5;7;16,5;14;21,5;21;11;10;11;10
LUX;EST;0,912110808;7,386576791;0;0;569,604;1315,407;17,87678498;16,92726749;101,91;17,075;1;0;1;1;1;1;1;2;1,3;5;3;16,5;3,5;21,5;6,5;11;10;11;10
LUX;FIN;3,484958153;7,421556272;0;0;569,604;5479,531;17,87678498;19,26380572;101,91;42,405;1;1;1;1;1;1;1;2;1;5;3;16,5;14;21,5;17;11;10;11;10
LUX;FRA;7,736508067;5,666779567;1;0;569,604;66624,069;17,87678498;21,61262183;101,91;36,527;1;1;1;1;1;1;1;2;0,8;5;5;16,5;4;21,5;9;11;10;11;10
LUX;GBR;5,731575635;6,20256993;0;0;569,604;65128,86;17,87678498;21,77446876;101,91;43,93;1;1;1;1;1;1;1;2;0,1;5;4;16,5;4,5;21,5;8,5;11;10;11;10
LUX;GRC;2,694571977;7,552206316;0;0;569,604;10820,883;17,87678498;19,08779287;101,91;18,008;1;1;1;1;1;1;1;2;2,2;5;5;16,5;13;21,5;18;11;10;11;10
LUX;HRV;1,531056607;6,742068986;0;0;569,604;4203,604;17,87678498;17,70070355;101,91;11,58;1;0;1;1;1;1;1;2;3,4;5;8;16,5;12;21,5;20;11;10;11;10
LUX;HUN;4,532430683;6,884889846;0;0;569,604;9843,028;17,87678498;18,61719448;101,91;12,366;1;1;1;1;1;1;1;2;7,5;5;6;16,5;7;21,5;13;11;10;11;10
LUX;IND;3,771199467;8,749610251;0;0;569,604;1309053,955;17,87678498;21,47078333;101,91;1,613;1;1;1;1;1;0;0;2;14,3;5;13;16,5;28;21,5;41;11;10;30;38
LUX;IRL;4,384762913;6,859823696;0;0;569,604;4676,835;17,87678498;19,46348427;101,91;60,664;1;1;1;1;1;1;1;2;0,2;5;4;16,5;6;21,5;10;11;10;11;10
LUX;LTU;2,017666931;7,258660711;0;0;569,604;2904,91;17,87678498;17,53884032;101,91;14,252;1;0;1;1;1;1;1;2;0,6;5;4;16,5;5,5;21,5;9,5;11;10;11;10
LUX;LVA;1,385593866;7,273070389;0;0;569,604;1977,527;17,87678498;17,11231128;101,91;13,667;1;0;1;1;1;1;1;2;1,5;5;4;16,5;5,5;21,5;9,5;11;10;11;10
LUX;MLT;0,680647889;7,420072789;0;0;569,604;431,874;17,87678498;16,14639217;101,91;23,819;1;1;1;1;1;1;1;2;14,1;5;10;16,5;28;21,5;38;11;10;11;10
LUX;NLD;6,522666857;5,763148265;0;1;569,604;16939,922;17,87678498;20,43600775;101,91;44,293;1;1;1;1;1;1;1;2;4,6;5;4;16,5;4;21,5;8;11;10;11;10
LUX;NZL;1,020368545;9,851594973;0;0;569,604;4595,7;17,87678498;18,98351662;101,91;38,202;1;1;1;1;1;0;0;2;0,3;5;1;16,5;0,5;21,5;1,5;11;10;0;0
LUX;PHL;2,001592697;9,256305406;0;0;569,604;101716,362;17,87678498;19,49491183;101,91;2,878;1;1;1;1;1;0;0;2;16,1;5;16;16,5;29;21,5;45;11;10;0;1
LUX;POL;5,474590305;6,985244884;0;0;569,604;37986,412;17,87678498;19,98373287;101,91;12,566;1;1;1;1;1;1;1;2;12,2;5;4;16,5;37;21,5;41;11;10;11;10
LUX;PRT;4,359987037;7,445284954;0;0;569,604;10358,076;17,87678498;19,10922884;101,91;19,22;1;1;1;1;1;1;1;2;2,2;5;5;16,5;4,5;21,5;9,5;11;10;11;10
LUX;RUS;3,342493857;7,702615732;0;0;569,604;144096,863;17,87678498;21,03505396;101,91;9,479;1;0;1;1;1;0;0;2;1,1;5;4;16,5;10,5;21,5;14,5;11;10;1;5
